material_id,formula,common_name,space_group,a_ang,b_ang,c_ang,alpha_deg,beta_deg,gamma_deg,volume_ang3,density_g_cm3,cif_file_path,capacity_reversible_mAh_g,voltage_discharge_avg_V,capacity_retention_100cyc_percent
410,FeTe(FTE),FTE,Pnma,6.2,3.5,4.5,90,90,90,97,7,cif_files/FTE.cif,180,1.3,98
411,NiTe(NTE),NTE,P-62m,3.85,3.85,6.4,90,90,120,82,9.2,cif_files/NTE.cif,160,1.4,99
412,CoTe(CTE),COTE,P-62m,3.86,3.86,6.35,90,90,120,81,9.5,cif_files/COTE.cif,140,1.5,99.5
413,CuTe(CUTE),CUTE,P-62m,3.87,3.87,6.3,90,90,120,80,6.8,cif_files/CUTE.cif,120,1.2,99.8
414,ZnTe(ZNTE),ZNTE,F-43m,6.1,6.1,6.1,90,90,90,226.98,5.75,cif_files/ZNTE.cif,100,1.3,99.9
415,CdTe(CDTE),CDTE,F-43m,6.48,6.48,6.48,90,90,90,270.54,5.84,cif_files/CDTE.cif,80,1.4,99.95
416,HgTe(HGTE),HGTE,F-43m,6.46,6.46,6.46,90,90,90,268.08,8.95,cif_files/HGTE.cif,60,1.5,99.98
417,PbTe(PBTE),PBTE,Fm-3m,6.46,6.46,6.46,90,90,90,268.08,8.16,cif_files/PBTE.cif,40,1.6,99.99
418,Ag2Te(AGTE),AGTE,Fm-3m,6.7,6.7,6.7,90,90,90,300.76,8.3,cif_files/AGTE.cif,20,1.7,99.995
419,Au2Te(AUTE),AUTE,Fm-3m,6.8,6.8,6.8,90,90,90,314.43,10,cif_files/AUTE.cif,10,1.8,99.998
420,PtTe(PTTE),PTTE,P-62m,4.1,4.1,6.7,90,90,120,96,11,cif_files/PTTE.cif,5,1.9,99.999
421,PdTe(PDTE),PDTE,P-62m,4.12,4.12,6.75,90,90,120,97,9.5,cif_files/PDTE.cif,2,2,99.9995
422,RhTe(RHTE),RHTE,P-62m,4.13,4.13,6.8,90,90,120,98,10.5,cif_files/RHTE.cif,1,2.1,99.9998
423,IrTe(IRTE),IRTE,P-62m,4.14,4.14,6.85,90,90,120,99,12,cif_files/IRTE.cif,0.5,2.2,99.9999
424,OsTe(OSTE),OSTE,P-62m,4.15,4.15,6.9,90,90,120,100,13,cif_files/OSTE.cif,0.2,2.3,99.99995
425,RuTe(RUTE),RUTE,P-62m,4.16,4.16,6.95,90,90,120,101,12,cif_files/RUTE.cif,0.1,2.4,99.99998
426,FeAs(FAS),FAS,Pnma,6.3,3.6,4.6,90,90,90,104,7.2,cif_files/FAS.cif,160,1.2,99.99999
427,NiAs(NAS),NAS,P6_3/mmc,3.6,3.6,5,90,90,120,58,9.4,cif_files/NAS.cif,140,1.3,99.999995
428,CoAs(CAS),CAS,P6_3/mmc,3.58,3.58,4.98,90,90,120,56,9.7,cif_files/CAS.cif,120,1.4,99.999998
429,CuAs(CUAS),CUAS,P-62m,3.62,3.62,5.05,90,90,120,59,7,cif_files/CUAS.cif,100,1.1,99.999999
430,ZnAs(ZNAS),ZNAS,P6_3/mmc,3.95,3.95,5.2,90,90,120,70,6,cif_files/ZNAS.cif,80,1.2,100
431,CdAs(CDAS),CDAS,P6_3/mmc,4,4,5.25,90,90,120,72,6.2,cif_files/CDAS.cif,60,1.3,100
432,HgAs(HGAS),HGAS,P6_3/mmc,4.05,4.05,5.3,90,90,120,74,9.2,cif_files/HGAS.cif,40,1.4,100
433,PbAs(PBAS),PBAS,Pnma,6.35,3.65,4.65,90,90,90,106,8.2,cif_files/PBAS.cif,20,1.5,100
434,Ag2As(AGAS),AGAS,Fm-3m,6.8,6.8,6.8,90,90,90,314.43,8.5,cif_files/AGAS.cif,10,1.6,100
435,Au2As(AUAS),AUAS,Fm-3m,6.9,6.9,6.9,90,90,90,328.51,10.2,cif_files/AUAS.cif,5,1.7,100
436,PtAs(PTAS),PTAS,P-62m,3.9,3.9,6,90,90,120,78,11.2,cif_files/PTAS.cif,2,1.8,100
437,PdAs(PDAS),PDAS,P-62m,3.92,3.92,6.05,90,90,120,79,9.7,cif_files/PDAS.cif,1,1.9,100
438,RhAs(RHAS),RHAS,P-62m,3.93,3.93,6.1,90,90,120,80,10.7,cif_files/RHAS.cif,0.5,2,100
439,IrAs(IRAS),IRAS,P-62m,3.94,3.94,6.15,90,90,120,81,12.2,cif_files/IRAS.cif,0.2,2.1,100
440,OsAs(OSAS),OSAS,P-62m,3.95,3.95,6.2,90,90,120,82,13.2,cif_files/OSAS.cif,0.1,2.2,100
441,RuAs(RUAS),RUAS,P-62m,3.96,3.96,6.25,90,90,120,83,12.2,cif_files/RUAS.cif,0.05,2.3,100
442,FeSb(FSb),FESB,Pnma,6.4,3.7,4.7,90,90,90,111,7.4,cif_files/FESB.cif,140,1.1,100
443,NiSb(NISb),NISB,P6_3/mmc,4.05,4.05,5.1,90,90,120,76,9.6,cif_files/NISB.cif,120,1.2,100
444,CoSb(CoSb),COSB,P6_3/mmc,4.03,4.03,5.08,90,90,120,74,9.9,cif_files/COSB.cif,100,1.3,100
445,CuSb(CUSb),CUSB,P-62m,4.07,4.07,5.15,90,90,120,77,7.2,cif_files/CUSB.cif,80,1,100
446,ZnSb(ZnSb),ZNSB,P6_3/mmc,4.25,4.25,5.4,90,90,120,86,6.2,cif_files/ZNSB.cif,60,1.1,100
447,CdSb(CdSb),CDSB,P6_3/mmc,4.3,4.3,5.45,90,90,120,88,6.4,cif_files/CDSB.cif,40,1.2,100
448,HgSb(HgSb),HGSB,P6_3/mmc,4.35,4.35,5.5,90,90,120,90,9.4,cif_files/HGSB.cif,20,1.3,100
449,PbSb(PbSb),PBSB,Pnma,6.45,3.75,4.75,90,90,90,113,8.4,cif_files/PBSB.cif,10,1.4,100
450,Ag2Sb(AGSB),AGSB,Fm-3m,6.9,6.9,6.9,90,90,90,328.51,8.7,cif_files/AGSB.cif,5,1.5,100
451,Au2Sb(AUSB),AUSB,Fm-3m,7,7,7,90,90,90,343,10.4,cif_files/AUSB.cif,2,1.6,100
452,PtSb(PTSB),PTSB,P-62m,4.1,4.1,6.1,90,90,120,92,11.4,cif_files/PTSB.cif,1,1.7,100
453,PdSb(PDSB),PDSB,P-62m,4.12,4.12,6.15,90,90,120,93,9.9,cif_files/PDSB.cif,0.5,1.8,100
454,RhSb(RHSB),RHSB,P-62m,4.13,4.13,6.2,90,90,120,94,10.9,cif_files/RHSB.cif,0.2,1.9,100
455,IrSb(IRSB),IRSB,P-62m,4.14,4.14,6.25,90,90,120,95,12.4,cif_files/IRSB.cif,0.1,2,100
456,OsSb(OSSB),OSSB,P-62m,4.15,4.15,6.3,90,90,120,96,13.4,cif_files/OSSB.cif,0.05,2.1,100
457,RuSb(RUSB),RUSB,P-62m,4.16,4.16,6.35,90,90,120,97,12.4,cif_files/RUSB.cif,0.02,2.2,100
458,FeBi(FBI),FEBI,Pnma,6.5,3.8,4.8,90,90,90,118,7.6,cif_files/FEBI.cif,120,1,100
459,NiBi(NBI),NIBI,P6_3/mmc,4.1,4.1,5.2,90,90,120,80,9.8,cif_files/NIBI.cif,100,1.1,100
460,CoBi(CBI),COBI,P6_3/mmc,4.08,4.08,5.18,90,90,120,78,10.1,cif_files/COBI.cif,80,1.2,100
461,CuBi(CUBI),CUBI,P-62m,4.12,4.12,5.25,90,90,120,81,7.4,cif_files/CUBI.cif,60,0.9,100
462,ZnBi(ZNBI),ZNBI,P6_3/mmc,4.3,4.3,5.5,90,90,120,90,6.4,cif_files/ZNBI.cif,40,1,100
463,CdB(CDBI),CDBI,P6_3/mmc,4.35,4.35,5.55,90,90,120,92,6.6,cif_files/CDBI.cif,20,1.1,100
464,HgBi(HGBI),HGBI,P6_3/mmc,4.4,4.4,5.6,90,90,120,94,9.6,cif_files/HGBI.cif,10,1.2,100
465,PbBi(PBBI),PBBI,Pnma,6.55,3.85,4.85,90,90,90,120,8.6,cif_files/PBBI.cif,5,1.3,100
466,Ag2Bi(AGBI),AGBI,Fm-3m,7,7,7,90,90,90,343,8.9,cif_files/AGBI.cif,2,1.4,100
467,Au2Bi(AUBI),AUBI,Fm-3m,7.1,7.1,7.1,90,90,90,357.91,10.6,cif_files/AUBI.cif,1,1.5,100
468,PtBi(PTBI),PTBI,P-62m,4.3,4.3,6.2,90,90,120,106,11.6,cif_files/PTBI.cif,0.5,1.6,100
469,PdB(PDBI),PDBI,P-62m,4.32,4.32,6.25,90,90,120,107,10.1,cif_files/PDBI.cif,0.2,1.7,100
470,RhBi(RHBI),RHBI,P-62m,4.33,4.33,6.3,90,90,120,108,11.1,cif_files/RHBI.cif,0.1,1.8,100
471,IrBi(IRBI),IRBI,P-62m,4.34,4.34,6.35,90,90,120,109,12.6,cif_files/IRBI.cif,0.05,1.9,100
472,OsBi(OSBI),OSBI,P-62m,4.35,4.35,6.4,90,90,120,110,13.6,cif_files/OSBI.cif,0.02,2,100
473,RuBi(RUBI),RUBI,P-62m,4.36,4.36,6.45,90,90,120,111,12.6,cif_files/RUBI.cif,0.01,2.1,100
474,FeCl(FCL),FECL,P6_3/mmc,3.8,3.8,5.7,90,90,120,70,3,cif_files/FECL.cif,100,1,100
475,NiCl(NCL),NICL,P6_3/mmc,3.52,3.52,5.6,90,90,120,60,3.3,cif_files/NICL.cif,90,1.1,100
476,CoCl(CCL),COCL,P6_3/mmc,3.5,3.5,5.58,90,90,120,58,3.4,cif_files/COCL.cif,80,1.2,100
477,CuCl(CUCL),CUCL,Pnma,7,3.6,3.4,90,90,90,85,4.1,cif_files/CUCL.cif,70,0.9,100
478,ZnCl(ZNCL),ZNCL,P6_3/mmc,4,4,5.9,90,90,120,78,2.9,cif_files/ZNCL.cif,60,1,100
479,CdCl(CDCL),CDCL,P6_3/mmc,4.05,4.05,5.95,90,90,120,80,4,cif_files/CDCL.cif,50,1.1,100
480,HgCl(HGCL),HGCL,Pnma,4.09,9.8,3.99,90,102,90,158,5.6,cif_files/HGCL.cif,40,1.2,100
481,PbCl(PBCL),PBCL,Pnma,7.4,4,8.8,90,90,90,260,5.3,cif_files/PBCL.cif,30,1.3,100
482,AgCl(AGCL),AGCL,Fm-3m,5.55,5.55,5.55,90,90,90,171.03,5.56,cif_files/AGCL.cif,20,1.4,100
483,AuCl(AUCL),AUCL,Fm-3m,5.65,5.65,5.65,90,90,90,180.3,7.6,cif_files/AUCL.cif,10,1.5,100
484,PtCl(PTCL),PTCL,Fm-3m,5.75,5.75,5.75,90,90,90,190.1,8.6,cif_files/PTCL.cif,5,1.6,100
485,PdCl(PDCL),PDCL,Fm-3m,5.85,5.85,5.85,90,90,90,200.44,7.1,cif_files/PDCL.cif,2,1.7,100
486,RhCl(RHCL),RHCL,Fm-3m,5.95,5.95,5.95,90,90,90,211.31,8.1,cif_files/RHCL.cif,1,1.8,100
487,IrCl(IRCL),IRCL,Fm-3m,6.05,6.05,6.05,90,90,90,222.72,10.6,cif_files/IRCL.cif,0.5,1.9,100
488,OsCl(OSCL),OSCL,Fm-3m,6.15,6.15,6.15,90,90,90,234.67,11.6,cif_files/OSCL.cif,0.2,2,100
489,RuCl(RUCL),RUCL,Fm-3m,6.25,6.25,6.25,90,90,90,247.16,10.6,cif_files/RUCL.cif,0.1,2.1,100
490,FeBr(FBR),FEBR,P6_3/mmc,3.85,3.85,5.75,90,90,120,72,4.2,cif_files/FEBR.cif,80,0.9,100
491,NiBr(NBR),NIBR,P6_3/mmc,3.57,3.57,5.65,90,90,120,62,4.5,cif_files/NIBR.cif,70,1,100
492,CoBr(CBR),COBR,P6_3/mmc,3.55,3.55,5.63,90,90,120,60,4.6,cif_files/COBR.cif,60,1.1,100
493,CuBr(CUBR),CUBR,Pnma,7.2,3.7,3.5,90,90,90,92,5.3,cif_files/CUBR.cif,50,0.8,100
494,ZnBr(ZNBR),ZNBR,P6_3/mmc,4.05,4.05,5.95,90,90,120,80,4.1,cif_files/ZNBR.cif,40,0.9,100
495,CdBr(CDBR),CDBR,P6_3/mmc,4.1,4.1,6,90,90,120,82,5.2,cif_files/CDBR.cif,30,1,100
496,HgBr(HGBR),HGBR,Pnma,4.14,9.9,4.04,90,102,90,162,6.8,cif_files/HGBR.cif,20,1.1,100
497,PbBr(PBBR),PBBR,Pnma,7.5,4.1,8.9,90,90,90,266,6.5,cif_files/PBBR.cif,10,1.2,100
498,AgBr(AGBR),AGBR,Fm-3m,5.77,5.77,5.77,90,90,90,192.03,6.47,cif_files/AGBR.cif,5,1.3,100
499,AuBr(AUBR),AUBR,Fm-3m,5.87,5.87,5.87,90,90,90,202.27,8.8,cif_files/AUBR.cif,2,1.4,100
500,PtBr(PTBR),PTBR,Fm-3m,5.97,5.97,5.97,90,90,90,213.11,9.8,cif_files/PTBR.cif,1,1.5,100
